repo_url,repo_name,owner,framework,stars,forks,last_commit,language,cs_file_count,designer_cs_count,xaml_count,resx_count,complexity_tier,license,description,created_at
https://github.com/visualHFT/VisualHFT,VisualHFT,visualHFT,WPF,1125,233,2026-04-29,C#,328,2,49,0,Large,Apache-2.0,"VisualHFT is a WPF/C# desktop GUI that shows market microstructure in real time. You can track advanced limit‑order‑book dynamics and execution quality, then use its modular plugins to shape the analy",2022-09-20
https://github.com/ControlzEx/ControlzEx,ControlzEx,ControlzEx,WPF,1065,133,2026-04-25,C#,104,0,11,0,Medium,MIT,Shared Controlz for WPF and ... more,2015-10-10
https://github.com/icsharpcode/WpfDesigner,WpfDesigner,icsharpcode,WPF,1061,278,2024-10-15,C#,357,5,71,2,Large,MIT,The WPF Designer from SharpDevelop,2015-10-05
https://github.com/TabularEditor/TabularEditor,TabularEditor,TabularEditor,WinForms,1055,254,2026-03-10,C#,465,39,0,39,Large,MIT,"This is the code repository and issue tracker for Tabular Editor 2.X (free, open-source version). This repository is being maintained by Daniel Otykier.",2016-11-14
https://github.com/canton7/Stylet,Stylet,canton7,WPF,1052,153,2024-06-24,C#,203,0,42,0,Large,MIT,"A very lightweight but powerful ViewModel-First MVVM framework for WPF for .NET Framework and .NET Core, inspired by Caliburn.Micro.",2014-03-15
https://github.com/SteveTheKiller/KillerPDF,KillerPDF,SteveTheKiller,WPF,1043,38,2026-04-25,C#,4,0,2,0,Small,GPL-3.0,"PDF editor for Windows. Install or run portable. GPLv3. No account, no subscription, no telemetry.",2026-04-16
https://github.com/LionelJouin/PiP-Tool,PiP-Tool,LionelJouin,WPF,1019,82,2022-12-07,C#,28,2,11,1,Medium,MIT,PiP tool is a software to use the Picture in Picture mode on Windows. This feature allows you to watch content (video for example) in thumbnail format on the screen while continuing to use any other s,2017-07-02
https://github.com/iNKORE-NET/UI.WPF.Modern,UI.WPF.Modern,iNKORE-NET,WPF,991,81,2026-02-15,C#,704,5,288,769,Large,NOASSERTION,Modern (Fluent 2) styles and controls for your WPF applications,2023-05-26
https://github.com/HenJigg/wpf-abp,wpf-abp,HenJigg,WPF,989,299,2025-03-06,C#,1234,6,254,82,Large,MIT,Cross-platform mobile project and WPF client based on ABP framework Xamarin.Forms,2020-02-16
https://github.com/RupertAvery/DiffusionToolkit,DiffusionToolkit,RupertAvery,WPF,987,72,2026-02-27,C#,329,1,38,1,Large,MIT,Metadata-indexer and Viewer for AI-generated images,2022-11-29
https://github.com/CommunityToolkit/Windows,Windows,CommunityToolkit,UWP,976,146,2026-04-27,C#,705,0,195,0,Large,NOASSERTION,"Collection of controls, helpers and extension for WinUI 2, WinUI 3, and Uno Platform developers. Simplifies and demonstrates common developer tasks building experiences for Windows with .NET.",2023-03-15
https://github.com/prajjwaldimri/GithubXamarin,GithubXamarin,prajjwaldimri,UWP,968,22,2017-06-08,C#,240,9,25,0,Large,GPL-3.0,GithubXamarin(GitIt) is a cross-platform application for https://github.com which is built using Xamarin.,2016-11-10
https://github.com/hardcodet/wpf-notifyicon,wpf-notifyicon,hardcodet,WPF,968,140,2024-10-16,C#,61,2,25,2,Large,MIT,NotifyIcon (aka system tray icon or taskbar icon) for the WPF platform,2019-07-11
https://github.com/AntdUI/AntdUI,AntdUI,AntdUI,WinForms,961,131,2026-03-26,C#,583,74,0,64,Large,Apache-2.0,👚 Winform interface library based on the Ant Design,2024-01-23
https://github.com/Wouterdek/NodeNetwork,NodeNetwork,Wouterdek,WPF,956,170,2026-04-14,C#,182,2,44,1,Large,Apache-2.0,A C# library with a WPF node editor component based on ReactiveUI,2017-12-25
https://github.com/CopyPlusPlus/CopyPlusPlus,CopyPlusPlus,CopyPlusPlus,WPF,953,66,2023-02-27,C#,19,2,11,1,Medium,MIT,让复制更加简单！,2021-04-12
https://github.com/runceel/ReactiveProperty,ReactiveProperty,runceel,WPF,939,105,2026-04-16,C#,225,1,25,1,Large,MIT,"ReactiveProperty provides MVVM and asynchronous support features under Reactive Extensions. Target frameworks are .NET 6+, .NET Framework 4.7.2 and .NET Standard 2.0.",2014-10-05
https://github.com/modern-forms/Modern.Forms,Modern.Forms,modern-forms,WinForms,930,59,2025-03-10,C#,271,2,0,0,Small,MIT,Cross-platform spiritual successor to Winforms for .NET 8+,2019-04-29
https://github.com/johanneszab/TumblThree,TumblThree,johanneszab,WPF,910,126,2021-03-07,C#,312,6,24,45,Large,MIT,A Tumblr Blog Backup Application,2016-04-08
https://github.com/Catel/Catel,Catel,Catel,WPF,897,141,2026-04-28,C#,887,2,9,18,Medium,NOASSERTION,An application development platform,2013-04-17
https://github.com/abbaye/WpfHexEditorIDE,WpfHexEditorIDE,abbaye,WinForms,884,141,2026-03-27,C#,1602,10,238,39,Large,NOASSERTION,"WpfHexEditor Studio is a full-featured IDE built with WPF and .NET 8, combining advanced binary editing, inspection, and reverse engineering in one environment; it supports .NET builds and Visual Stud",2016-03-04
https://github.com/RobinPerris/DarkUI,DarkUI,RobinPerris,WinForms,867,192,2023-03-28,C#,99,20,0,19,Large,MIT,Dark themed control and docking library for .NET WinForms.,2015-09-18
https://github.com/RibbonWinForms/RibbonWinForms,RibbonWinForms,RibbonWinForms,WinForms,850,206,2024-08-05,C#,155,22,0,22,Large,MS-PL,An Office Ribbon Control for .NET WinForms,2017-11-24
https://github.com/XamlFlair/XamlFlair,XamlFlair,XamlFlair,WPF,845,75,2026-03-14,C#,87,0,47,0,Large,MIT,"XamlFlair is an animation library for UWP, WPF, and Uno, built to facilitate Xaml animations using only attached properties.",2019-03-06
https://github.com/jenius-apps/nightingale-rest-api-client,nightingale-rest-api-client,jenius-apps,UWP,833,46,2025-02-04,C#,364,0,49,0,Large,MIT,"A modern, resource-efficient REST API client for Windows",2019-03-29
https://github.com/VincentH-Net/CSharpForMarkup,CSharpForMarkup,VincentH-Net,WPF,819,45,2026-04-17,C#,174,0,4,0,Small,MIT,"Concise, declarative C# UI markup for .NET browser / native UI frameworks",2018-03-21
https://github.com/HMBSbige/BilibiliLiveRecordDownLoader,BilibiliLiveRecordDownLoader,HMBSbige,WPF,815,56,2026-04-30,C#,181,0,10,0,Medium,GPL-3.0,Bilibili 直播录制,2020-08-15
https://github.com/neelabo/NeeView,NeeView,neelabo,WPF,814,38,2026-04-26,C#,2140,0,131,0,Large,MIT,An image viewer that allows you to browse images in folders and compressed files like a book. Powerful customization is available.,2025-01-15
https://github.com/sh-akira/VirtualMotionCapture,VirtualMotionCapture,sh-akira,WPF,814,126,2025-11-05,C#,111,2,29,1,Large,MIT,VRゲーム中にモデルをコントロール,2018-07-08
https://github.com/ModuleArt/quick-picture-viewer,quick-picture-viewer,ModuleArt,WinForms,813,67,2025-02-15,C#,50,21,0,26,Large,GPL-3.0,"🖼️ Lightweight, versatile desktop image viewer for Windows. The best replacement for the default Windows photo viewer.",2019-12-10
https://github.com/spiegelp/MaterialDesignExtensions,MaterialDesignExtensions,spiegelp,WPF,802,127,2024-03-07,C#,209,14,49,12,Large,MIT,Material Design Extensions is based on Material Design in XAML Toolkit to provide additional controls and features for WPF apps,2017-11-11
https://github.com/ElinamLLC/SharpVectors,SharpVectors,ElinamLLC,WinForms,798,141,2025-10-31,C#,1108,76,122,61,Large,BSD-3-Clause,SharpVectors - SVG# Reloaded: SVG DOM and Rendering in C# for the .Net.,2017-11-25
https://github.com/zhuxb711/RX-Explorer,RX-Explorer,zhuxb711,UWP,797,87,2025-03-28,C#,320,0,53,0,Large,Apache-2.0,一款优雅的UWP文件管理器 | An elegant UWP Explorer,2019-06-28
https://github.com/DevTeam/Pure.DI,Pure.DI,DevTeam,WPF,793,30,2026-04-30,C#,894,5,12,20,Large,MIT,Pure DI for .NET,2021-03-28
https://github.com/OpportunityLiu/E-Viewer,E-Viewer,OpportunityLiu,UWP,790,34,2024-11-02,C#,247,7,51,0,Large,GPL-3.0,An UWP Client for https://e-hentai.org.,2016-04-27
https://github.com/oneo-me/Arthas-WPFUI,Arthas-WPFUI,oneo-me,WPF,789,194,2023-05-24,C#,58,0,27,0,Large,MIT,WPF 控件库，支持 .Net 7.0 Windows Desktop,2017-02-21
https://github.com/NetSparkleUpdater/NetSparkle,NetSparkle,NetSparkleUpdater,WinForms,788,95,2026-03-24,C#,197,21,11,66,Large,MIT,"NetSparkle is a C#, cross-platform, highly-configurable software update framework with pre-built UI for .NET developers compatible with .NET 4.6.2/.NET 6+, WinForms, WPF, and Avalonia; uses Ed25519 si",2015-11-16
https://github.com/rafallopatka/ToastNotifications,ToastNotifications,rafallopatka,WPF,766,179,2023-06-23,C#,102,10,18,5,Large,LGPL-3.0,"Toast notifications for WPF allows you to create and display rich notifications in WPF applications.         It's highly configurable with set of built-in options like positions, behaviours, themes an",2016-03-05
https://github.com/character-map-uwp/Character-Map-UWP,Character-Map-UWP,character-map-uwp,UWP,758,63,2026-04-25,C#,184,0,34,0,Large,MIT,"A modern, native UWP replacement for the Win32 Character Map and Windows Font Viewer with flawless high DPI and touch support.",2016-02-08
https://github.com/HavenDV/H.NotifyIcon,H.NotifyIcon,HavenDV,WPF,742,59,2026-04-12,C#,142,1,40,1,Large,MIT,TrayIcon for WPF/WinUI/Uno/MAUI,2019-12-30
https://github.com/zeluisping/LoadingIndicators.WPF,LoadingIndicators.WPF,zeluisping,WPF,736,136,2022-04-06,C#,10,0,13,0,Medium,Unlicense,A collection of loading indicators for WPF,2014-02-20
https://github.com/FantasticFiasco/mvvm-dialogs,mvvm-dialogs,FantasticFiasco,WPF,729,81,2026-04-28,C#,202,0,55,0,Large,Apache-2.0,Library simplifying the concept of opening dialogs from a view model when using MVVM in WPF,2015-05-08
https://github.com/jbe2277/waf,waf,jbe2277,WPF,729,134,2026-03-26,C#,775,12,62,14,Large,MIT,Win Application Framework (WAF) is a lightweight Framework that helps you to create well structured XAML Applications.,2015-08-21
https://github.com/GeneralLibrary/GeneralUpdate,GeneralUpdate,GeneralLibrary,WinForms,723,62,2026-02-28,C#,208,0,0,0,Small,Apache-2.0,"Unlimited Updates, Boundless Upgrades.",2022-02-26
https://github.com/beckzhu/SimpleRemote,SimpleRemote,beckzhu,WPF,722,149,2022-02-18,C#,407,8,152,5,Large,Apache-2.0,Remote Administration Tools,2019-05-04
https://github.com/TumblThreeApp/TumblThree,TumblThree,TumblThreeApp,WPF,717,87,2026-04-12,C#,390,8,33,47,Large,MIT,A Tumblr and Twitter Blog Backup Application,2018-12-29
https://github.com/PieroCastillo/Aura.UI,Aura.UI,PieroCastillo,WPF,716,53,2024-12-18,C#,124,0,25,0,Large,MIT,A Library with a lot of Controls for AvaloniaUI,2020-07-31
https://github.com/ForNeVeR/xaml-math,xaml-math,ForNeVeR,WPF,716,110,2026-04-28,C#,168,0,7,0,Medium,MIT,"A collection of .NET libraries for rendering mathematical formulae using the LaTeX typesetting style, for the WPF and Avalonia XAML-based frameworks",2017-02-09
https://github.com/CommunityToolkit/Lottie-Windows,Lottie-Windows,CommunityToolkit,UWP,709,76,2025-06-04,C#,398,0,17,0,Large,NOASSERTION,Lottie-Windows is a library (and related tools) for rendering Lottie animations on Windows 10 and Windows 11. ,2018-11-06
https://github.com/rocksdanister/weather,weather,rocksdanister,UWP,705,41,2026-04-09,C#,333,1,28,31,Large,MIT,Windows native weather app powered by DirectX12 animations,2023-07-26
https://github.com/Alex141/CalcBinding,CalcBinding,Alex141,WPF,704,85,2023-09-27,C#,51,2,7,1,Medium,Apache-2.0,Advanced WPF Binding which supports expressions in Path property and other features,2014-12-05
https://github.com/fernandreu/office-ribbonx-editor,office-ribbonx-editor,fernandreu,WPF,690,132,2025-11-16,C#,160,5,12,14,Large,MIT,"An overhauled fork of the original Custom UI Editor for Microsoft Office, built with WPF",2019-01-28
https://github.com/mrlacey/Rapid-XAML-Toolkit,Rapid-XAML-Toolkit,mrlacey,WPF,687,44,2026-04-15,C#,757,13,25,16,Large,NOASSERTION,"A collection of tools to accelerate XAML development within Visual Studio. These include XAML analysis, XAML generations, plus templates and helpers.",2018-04-04
https://github.com/dotnet/Microsoft.Maui.Graphics,Microsoft.Maui.Graphics,dotnet,WPF,684,61,2023-06-07,C#,450,18,10,7,Large,MIT,An experimental cross-platform native graphics library.,2020-10-27
https://github.com/XamlAnimatedGif/WpfAnimatedGif,WpfAnimatedGif,XamlAnimatedGif,WPF,681,125,2023-05-11,C#,26,0,4,0,Small,Apache-2.0,"A simple library to display animated GIF images in WPF, usable in XAML or in code.",2014-09-09
https://github.com/ookii-dialogs/ookii-dialogs-winforms,ookii-dialogs-winforms,ookii-dialogs,WinForms,681,56,2026-01-23,C#,58,10,0,6,Medium,BSD-3-Clause,Awesome dialogs for Windows Desktop applications built with Microsoft .NET (WinForms),2018-10-03
https://github.com/MelbourneDeveloper/Device.Net,Device.Net,MelbourneDeveloper,UWP,674,120,2024-09-05,C#,210,0,10,1,Medium,MIT,A C# cross platform connected device framework,2018-12-01
https://github.com/microsoft/fluent-xaml-theme-editor,fluent-xaml-theme-editor,microsoft,UWP,651,97,2023-06-21,C#,72,0,10,0,Medium,MIT,The Fluent Design XAML theme editor.,2018-08-14
https://github.com/mertcreates/Steam-Library-Manager,Steam-Library-Manager,mertcreates,WPF,631,57,2025-07-13,C#,52,2,12,7,Medium,MIT,"Open source utility to manage Steam, Origin and Uplay libraries in ease of use with multi library support. ||| Steam Games Database: https://stmstat.com",2015-03-30
https://github.com/JamesnetGroup/leagueoflegends-wpf,leagueoflegends-wpf,JamesnetGroup,WPF,626,120,2025-10-16,C#,643,0,330,0,Large,MIT,League of Legends client demo that made using WPF,2021-04-22
https://github.com/simon-knuth/scanner,scanner,simon-knuth,UWP,621,34,2026-04-26,C#,156,0,22,0,Large,MPL-2.0,An all-in-one scanner app built for the Universal Windows Platform,2019-07-09
https://github.com/Monika1313/Wu.CommTool,Wu.CommTool,Monika1313,WPF,620,142,2026-04-22,C#,303,0,63,0,Large,Apache-2.0,基于C#、WPF、Prism、MaterialDesign、HandyControl开发的通讯调试工具。支持Modbus Rtu调试、Mqtt调试、TCP调试、串口调试、UDP调试,2022-07-20
https://github.com/reactiveui/Camelotia,Camelotia,reactiveui,WPF,608,63,2026-04-29,C#,145,1,44,0,Large,MIT,Cross-platform sample .NET GUI for cloud file management.,2018-11-22
https://github.com/microsoft/InventorySample,InventorySample,microsoft,UWP,595,198,2023-06-12,C#,211,0,70,0,Large,MIT,Sample UWP application for LOB scenarios,2018-04-09
https://github.com/komorra/NodeEditorWinforms,NodeEditorWinforms,komorra,WinForms,593,159,2021-02-09,C#,25,7,0,6,Medium,MIT,Node based user control / editor for Windows Forms,2016-03-19
https://github.com/Coolapk-UWP/Coolapk-Lite,Coolapk-Lite,Coolapk-UWP,UWP,590,29,2026-04-26,C#,803,1,111,1,Large,GPL-3.0,一个基于 UWP 平台的第三方酷安客户端精简版,2021-09-26
https://github.com/OutSystems/WebView,WebView,OutSystems,WPF,589,72,2025-12-18,C#,64,0,3,0,Small,Apache-2.0,Avalonia/WPF control that wraps CefGlue webview control,2017-02-23
https://github.com/iccfish/FSLib.App.SimpleUpdater,FSLib.App.SimpleUpdater,iccfish,WinForms,583,245,2024-11-28,C#,175,33,0,47,Large,LGPL-3.0,A simple automatic update library for .net. 一个炒鸡简单但是足够好用的自动更新库。,2014-06-28
https://github.com/Krypton-Suite/Standard-Toolkit,Standard-Toolkit,Krypton-Suite,WinForms,576,84,2026-03-27,C#,1979,182,0,187,Large,BSD-3-Clause,An update to Component factory's krypton toolkit to support .NET Framework 4.6.2 - 4.8.1 to .NET 8 - 10,2020-02-26
https://github.com/1357310795/QrCodeScanner,QrCodeScanner,1357310795,WPF,570,62,2024-02-01,C#,38,1,16,0,Large,None,通过截图或摄像头扫描二维码（支持ZXing、Zbar、OpenCV-WechatQrCode库） | Scan codes from screenshots and cameras ,2021-07-17
https://github.com/exceptionless/Exceptionless.Net,Exceptionless.Net,exceptionless,WinForms,569,144,2026-03-27,C#,523,9,3,5,Medium,NOASSERTION,Exceptionless clients for the .NET platform,2015-03-01
https://github.com/microsoft/uwp-experiences,uwp-experiences,microsoft,UWP,568,211,2022-08-31,C#,201,5,53,0,Large,MIT,Universal Windows Platform (UWP) samples and showcases,2016-08-19
https://github.com/MarcAnt01/Fluent-Screen-Recorder,Fluent-Screen-Recorder,MarcAnt01,UWP,561,39,2024-05-26,C#,30,0,19,0,Large,MIT,An award-winning minimal screen recorder for Windows,2020-07-06
https://github.com/avestura/EyesGuard,EyesGuard,avestura,WPF,558,55,2025-11-15,C#,55,2,34,1,Large,MIT,👀 Windows Application for protecting your eyes,2017-05-31
https://github.com/Mochengvia/PanuonUI,PanuonUI,Mochengvia,WPF,550,153,2019-10-10,C#,121,4,66,2,Large,Apache-2.0,一个好看精致、开源无限制使用的WPF控件库。,2018-05-05
https://github.com/Macad3D/Macad3D,Macad3D,Macad3D,WPF,547,145,2026-04-24,C#,1012,0,111,0,Large,MIT, Free and OpenSource 3D Construction Tool,2020-11-29
https://github.com/roozbehid/WasmWinforms,WasmWinforms,roozbehid,WinForms,546,40,2019-05-17,C#,26517,68,2,104,Large,MIT,C# Winforms for Webassembly,2019-01-07
https://github.com/amay077/Xamarin.Forms.GoogleMaps,Xamarin.Forms.GoogleMaps,amay077,UWP,545,354,2024-07-23,C#,142,0,16,0,Large,MIT,Map library for Xamarin.Forms using Google maps API,2016-06-19
https://github.com/microsoft/SmartHotel360-Mobile,SmartHotel360-Mobile,microsoft,UWP,540,361,2020-02-04,C#,285,7,35,3,Large,MIT,SmartHotel360 Mobile,2017-11-29
https://github.com/AngryCarrot789/WPFDarkTheme,WPFDarkTheme,AngryCarrot789,WPF,538,70,2024-07-25,C#,43,2,15,1,Large,MIT,"A small WPF (and WIP Avalonia) theme library, with 6 built in themes which are easily copy and pasteable, and the MainWindow shows off the themes",2020-04-28
https://github.com/yoshiask/FluentStore,FluentStore,yoshiask,UWP,522,25,2026-02-19,C#,392,1,61,1,Large,MPL-2.0,A unifying frontend for Windows app stores and package managers,2020-07-16
https://github.com/ChaosRecipeEnhancer/ChaosRecipeEnhancer,ChaosRecipeEnhancer,ChaosRecipeEnhancer,WPF,516,103,2026-03-03,C#,240,2,41,1,Large,GPL-3.0,🟡📈 Streamline your Chaos Recipe gains! Overlay tool for Path of Exile 1 ,2020-12-04
https://github.com/ProfessionalCSharp/ProfessionalCSharp7,ProfessionalCSharp7,ProfessionalCSharp,UWP,514,264,2023-04-23,C#,1190,18,179,15,Large,MIT,"Code samples for the book Professional C# 7 and .NET Core 2.0 (with updates for 2.1), Wrox Press",2017-06-11
https://github.com/takuya-takeuchi/DlibDotNet,DlibDotNet,takuya-takeuchi,UWP,502,136,2023-09-21,C#,576,11,12,6,Large,MIT,"Dlib .NET wrapper written in C++ and C# for Windows, MacOS, Linux and iOS",2017-09-16
https://github.com/Keboo/MaterialDesignInXaml.Examples,MaterialDesignInXaml.Examples,Keboo,WPF,495,166,2025-04-10,C#,1019,180,322,91,Large,MIT,A collection of small samples using MaterialDesignInXaml. ,2017-09-13
https://github.com/WildGums/Orchestra,Orchestra,WildGums,WPF,494,75,2026-04-30,C#,313,4,34,30,Large,NOASSERTION,Orchestra is a composable shell and WPF framework built on top of Catel,2012-11-15
https://github.com/macgile/DataGridFilter,DataGridFilter,macgile,WPF,489,98,2025-10-22,C#,22,0,8,0,Medium,MIT,"WPF Filterable Datagrid, multi language",2021-01-23
https://github.com/lukaslangrock/ShutdownTimerClassic,ShutdownTimerClassic,lukaslangrock,WinForms,479,48,2026-02-03,C#,22,6,0,5,Medium,MIT,Pick a time and let your computer shutdown itself.,2019-10-02
https://github.com/sovetskyfish/pixivfs-uwp,pixivfs-uwp,sovetskyfish,UWP,470,36,2021-01-23,C#,50,0,15,0,Medium,GPL-2.0,A Pixiv client for UWP users,2019-04-11
https://github.com/xamarin/urho,urho,xamarin,UWP,466,121,2022-06-22,C#,595,17,7,5,Large,NOASSERTION,Code to integrate with the Urho3D engine,2015-06-04
https://github.com/CommunityToolkit/Labs-Windows,Labs-Windows,CommunityToolkit,UWP,464,83,2026-04-30,C#,496,0,90,0,Large,NOASSERTION,A safe space to collaborate and engineer solutions from the prototyping stage all the way through polished finalized component for the Windows Community Toolkit.,2021-12-06
https://github.com/Esri/arcgis-maps-sdk-dotnet-samples,arcgis-maps-sdk-dotnet-samples,Esri,WPF,454,531,2026-04-30,C#,788,2,724,1,Large,Apache-2.0,"Sample code for ArcGIS Maps SDK for .NET – WPF, WinUI, .NET MAUI",2014-03-22
https://github.com/dymproject/purest-admin,purest-admin,dymproject,WPF,451,71,2026-03-05,C#,275,0,14,0,Medium,LGPL-3.0,Purest Admin 是一套真正意义上前后端分离、深度适配企业RBAC权限体系的通用后台管理系统。依托现代化 .NET 10 技术栈、Vue3 生态前端、强大的工作流引擎，力求降低业务框架搭建门槛，实现一站式、敏捷、高可扩展的企业级后台管理平台。,2023-09-11
https://github.com/OutSystems/CefGlue,CefGlue,OutSystems,WPF,446,76,2025-10-22,C#,713,4,4,2,Medium,MIT,.NET binding for The Chromium Embedded Framework (CEF),2021-04-14
https://github.com/YSGStudyHards/DotNetExercises,DotNetExercises,YSGStudyHards,WPF,435,89,2026-02-10,C#,78,7,0,7,Medium,MIT,⚔【DotNetGuide专栏C#/.NET/.NET Core编程技巧练习集】C#/.NET/.NET Core编程常用语法、算法、技巧、中间件、类库、工作业务实操练习集，配套详细的文章教程和代码示例，助力快速掌握C#/.NET/.NET Core中各种编程常用语法、算法、技巧、中间件、类库、工作业务实操等等。,2020-07-25
https://github.com/andrijac/ruler,ruler,andrijac,WinForms,431,73,2025-11-24,C#,48,5,3,3,Medium,None,Simple on-screen pixel ruler.,2014-04-22
https://github.com/awesome-inc/FontAwesome.Sharp,FontAwesome.Sharp,awesome-inc,WPF,423,91,2025-05-31,C#,98,5,2,3,Medium,Apache-2.0,A library for using Font Awesome in WPF & Windows Forms applications,2015-03-15
https://github.com/michielpost/Q42.HueApi,Q42.HueApi,michielpost,UWP,418,112,2026-04-13,C#,394,0,9,0,Medium,MIT,C# helper library to talk to the Philips Hue bridge,2012-12-13
https://github.com/quicoli/WPF-AutoComplete-TextBox,WPF-AutoComplete-TextBox,quicoli,WPF,417,59,2025-08-07,C#,34,4,7,2,Medium,MIT,An autocomplete TextBox for WPF,2016-04-08
https://github.com/Enterwell/Wpf.Notifications,Wpf.Notifications,Enterwell,WPF,414,41,2020-11-11,C#,23,4,3,2,Medium,MIT,WPF notifications UI controls (as seen in VS Code),2017-03-08
https://github.com/RobinKa/netprints,netprints,RobinKa,WPF,410,101,2023-01-08,C#,128,0,17,0,Large,MIT,Visual programming for .NET inspired by Unreal Engine's Blueprints,2017-03-11
https://github.com/Grabacr07/SylphyHorn,SylphyHorn,Grabacr07,UWP,408,89,2022-02-09,C#,61,1,8,2,Medium,MIT,Virtual Desktop Tools for Windows 10.,2015-09-07
https://github.com/G-Stas/Volumey,Volumey,G-Stas,WPF,405,28,2024-01-20,C#,149,1,22,13,Large,GPL-3.0,Volume mixer that allows you to set up global hotkeys to control your Windows audio system.,2021-02-13
https://github.com/Clean-Reader/CleanReader.Desktop,CleanReader.Desktop,Clean-Reader,UWP,400,42,2023-09-19,C#,202,9,54,0,Large,MIT,使用 Windows App SDK 构建的桌面版干净阅读,2022-04-09
https://github.com/Ashfaaq18/OpenNetMeter,OpenNetMeter,Ashfaaq18,WPF,396,26,2026-04-14,C#,103,1,17,1,Large,Apache-2.0,A simple program to monitor your network/data usage. Made for the average windows user.,2021-11-27
https://github.com/cairoshell/ManagedShell,ManagedShell,cairoshell,WPF,395,30,2026-03-01,C#,153,0,0,0,Small,Apache-2.0,A library for creating Windows shell replacements using .NET.,2020-02-15
https://github.com/HandyOrg/HandyWinGet,HandyWinGet,HandyOrg,WPF,394,32,2021-08-30,C#,36,0,9,0,Medium,MIT,GUI for installing apps through WinGet and Creating Yaml file,2020-05-21
https://github.com/CommunityToolkit/Microsoft.Toolkit.Win32,Microsoft.Toolkit.Win32,CommunityToolkit,WinForms,391,94,2023-08-30,C#,354,15,7,9,Large,NOASSERTION,"ARCHIVE - This repository contained XAML Islands wrapper controls and tooling for XAML Islands with WinUI 2, see readme for more info about XAML Islands with WinUI 3 and the WindowsAppSDK.",2018-11-13
https://github.com/FireCubeStudios/Protecc,Protecc,FireCubeStudios,UWP,391,43,2023-10-04,C#,34,0,21,0,Large,MIT,It protecc,2022-04-25
https://github.com/sbaeumlisberger/VirtualizingWrapPanel,VirtualizingWrapPanel,sbaeumlisberger,WPF,391,47,2026-03-02,C#,40,2,5,1,Medium,MIT,Feature-rich implementation of a VirtualizingWrapPanel for WPF,2020-07-20
https://github.com/zjxi/HospitalManagementSystem-WPF,HospitalManagementSystem-WPF,zjxi,WPF,383,128,2025-07-04,C#,77,2,35,1,Large,Apache-2.0,A WPF-based hospital information management system. 医疗信息管理系统，基于WPF (XAML前端+C#后台)，内附SQL Server 2012数据库，界面友好，功能实用。,2018-12-29
https://github.com/SimpleStateMachine/SimpleStateMachineNodeEditor,SimpleStateMachineNodeEditor,SimpleStateMachine,WPF,382,61,2022-11-06,C#,55,0,78,0,Large,MIT,🔗WPF node editor based on ReactiveUI,2020-03-21
https://github.com/Fs00/Win10BloatRemover,Win10BloatRemover,Fs00,UWP,381,31,2026-01-20,C#,30,0,0,0,Small,BSD-3-Clause-Clear,"Configurable CLI tool to easily and aggressively debloat and tweak Windows 10 by removing preinstalled UWP apps, services and more. Originally based on the W10 de-botnet guide made by @adolfintel.",2018-10-30
https://github.com/Drutol/MALClient,MALClient,Drutol,UWP,380,31,2024-08-06,C#,767,1,125,0,Large,GPL-3.0,Not so small client app for Myanimelist.net - Windows 10 UWP & Android,2016-01-03
https://github.com/rabbitLove520/WinWnmp,WinWnmp,rabbitLove520,WPF,376,51,2020-08-14,C#,50,2,25,1,Large,MIT,A beautiful Nginx PHP Mysql environment for windows（ windows下用WPF制作的nginx，php，mysql集成环境（免安装））,2016-10-02
https://github.com/punker76/MahApps.Metro.SimpleChildWindow,MahApps.Metro.SimpleChildWindow,punker76,WPF,372,54,2026-04-14,C#,13,1,7,0,Medium,MIT,A simple child window for MahApps.Metro,2013-06-08
https://github.com/Athari/CsConsoleFormat,CsConsoleFormat,Athari,WPF,367,29,2022-09-21,C#,214,0,12,0,Medium,NOASSERTION,.NET C# library for advanced formatting of console output [Apache],2014-02-17
https://github.com/DearVa/ExplorerEx,ExplorerEx,DearVa,WPF,365,34,2023-12-10,C#,643,3,191,5,Large,MIT,"A Swift, Multi-Tabbed, Modern UI and Humanized File Explorer.",2022-01-31
https://github.com/microsoft/github-actions-for-desktop-apps,github-actions-for-desktop-apps,microsoft,WPF,364,124,2022-10-06,C#,7,0,2,0,Small,MIT,This repo contains a sample WPF application to demonstrate how to create CI/CD pipelines using GitHub Actions.,2020-01-26
https://github.com/WindowsAppCommunity/Quarrel,Quarrel,WindowsAppCommunity,UWP,357,27,2022-08-12,C#,526,0,51,0,Large,Apache-2.0,Quarrel is a Discord client for Windows and Xbox that aims to bring voice chat to Xbox and improved support for varying screen sizes on devices running windows.,2019-03-02
https://github.com/panthernet/GraphX,GraphX,panthernet,WPF,351,112,2023-10-31,C#,412,7,54,6,Large,Apache-2.0,GraphX for .NET,2014-02-24
https://github.com/novotnyllc/MSBuildSdkExtras,MSBuildSdkExtras,novotnyllc,UWP,351,45,2025-11-01,C#,55,16,29,16,Large,MIT,Extra properties for MSBuild SDK projects,2017-02-12
https://github.com/punker76/simple-music-player,simple-music-player,punker76,WPF,350,115,2023-10-17,C#,67,0,16,0,Large,MIT,Simple Music Player - SimpleMP - Keeps it simple and plays your music,2012-12-06
